code,name,id,dis,typeTags,referencesTags,isAnalytics,kind,roots,unit
EAFLW,Exhaust Air Flow,"EAFLW or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EAFLW-1, EAFLW-2, etc.","Exhaust Air Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Air Flow-1, Exhaust Air Flow-2, etc.",exhaust|air|flow|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,AHU|DOAS|VAV|EAV,volumetric flow
EAFLWSP,Exhaust Air Flow Setpoint,"EAFLWSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EAFLWSP-1, EAFLWSP-2, etc.","Exhaust Air Flow Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Air Flow Setpoint-1, Exhaust Air Flow Setpoint-2, etc.",air|exhaust|flow|sp,equipRef,FALSE,Number,DOAS|EAV,volumetric flow
EARH,Exhaust Air Relative Humidity,"EARH or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EARH-1, EARH-2, etc.","Exhaust Air Relative Humidity or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Air Relative Humidity-1, Exhaust Air Relative Humidity-2, etc.",exhaust|air|humidity|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,DOAS,percentage
EAT,Exhaust Air Temperature,"EAT or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EAT-1, EAT-2, etc.","Exhaust Air Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Air Temperature-1, Exhaust Air Temperature-2, etc.",exhaust|air|temp|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,DOAS,temperature
ECCMD,Economizer Output Command,"ECCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ECCMD-1, ECCMD-2, etc.","Economizer Output Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Economizer Output Command-1, Economizer Output Command-2, etc.",economizing|outside|air|damper|cmd,,FALSE,Bool,,
ECENCMD,Economizer Enable Command,"ECENCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ECENCMD-1, ECENCMD-2, etc.","Economizer Enable Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Economizer Enable Command-1, Economizer Enable Command-2, etc.",economizing|enable|cmd,,FALSE,,,
ECHWFL,Entering Chilled Water Flow,,"Entering Chilled Water Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Entering Chilled Water Flow-1, Entering Chilled Water Flow-2, etc.",chilled|entering|water|flow|sensor,equipRef|deviceRef,FALSE,Number,CHWPL,volumetric flow
ECHWFLST,Entering Chilled Water Flow Status,,"Entering Chilled Water Flow Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Entering Chilled Water Flow Status-1, Entering Chilled Water Flow Status-2, etc.",chilled|entering|water|flow|state|sensor,equipRef|deviceRef,FALSE,Bool,,
ECHWISOVCMD,Entering Chilled Water Isolation Valve Command,<ABBREVIATION> + <INTEGER>,,entering|chilled|isolation|water|valve|cmd,equipRef,FALSE,Number,,
ECHWISOVFBK,Entering Chilled Water Isolation Valve Position Feedback,<ABBREVIATION> + <INTEGER>,,entering|chilled|isolation|water|valve|sensor,equipRef,FALSE,Number,,
ECHWT,Entering Chilled Water Temperature,"WTRTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : WTRTEMP-1, WTRTEMP-2, etc.","Entering Chilled Water Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Entering Chilled Water Temperature-1, Entering Chilled Water Temperature-2, etc.",entering|chilled|water|temp|sensor,deviceRef|equipRef|enteringEquipRef|leavingEquipRef,TRUE,Number,ENV|CH|CHWPL,temperature
ECMDSP,Economizer Mode Status,"ECMDSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ECMDSP-1, ECMDSP-2, etc.","Economizer Mode Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Economizer Mode Status-1, Economizer Mode Status-2, etc.",economizing|mode|sp,,FALSE,,,
ECOALCKESP,Economizer Outside Air Lockout Enthalpy Setpoint,,<NAME> + - + <INTEGER>,enthalpy|sp|air|damper|enable|economizing|outside,,FALSE,Number,,
ECOALCKTSP,Economizer Outside Air Lockout Temperature Setpoint,"ECOALCKTSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ECOALCKTSP-1, ECOALCKTSP-2, etc.","Economizer Outside Air Lockout Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Economizer Outside Air Lockout Temperature Setpoint-1, Economizer Outside Air Lockout Temperature Setpoint-2, etc.",damper|enable|economizing|outside|air|temp|sp,equipRef,FALSE,Number,ACU|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV,temperature
ECWISOVCMD,Entering Condenser Water Isolation Valve Command,<ABBREVIATION> + <INTEGER>,,entering|condenser|isolation|water|valve|cmd,equipRef,FALSE,Number,,
ECWISOVFBK,Entering Condenser Water Isolation Valve Position Feedback,<ABBREVIATION> + <INTEGER>,,entering|condenser|isolation|water|valve|sensor,equipRef,FALSE,Number,,
ECWT,Entering Condenser Water Temperature,"WTRTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : WTRTEMP-1, WTRTEMP-2, etc.","Condenser Water Supply Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Condenser Water Supply Temperature-1, Condenser Water Supply Temperature-2, etc.",entering|condenser|water|temp|sensor,deviceRef|equipRef|enteringEquipRef|leavingEquipRef,TRUE,Number,AHUWSHPDZ|AHUWSHP|DOAS|VRFOUWCHP|VRFOUWCHR|CT,temperature
EDHWT,Entering Domestic Hot Water Temperature,"WTRTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : WTRTEMP-1, WTRTEMP-2, etc.",<NAME> + - + <INTEGER>,entering|domestic|hot|water|temp|sensor,deviceRef|equipRef|enteringEquipRef|leavingEquipRef,TRUE,Number,,temperature
EFANI,Exhaust Fan Current,"EFANI or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFANI-1, EFANI-2, etc.","Exhaust Fan Current or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Fan Current-1, Exhaust Fan Current-2, etc.",exhaust|fan|current|sensor,equipRef,FALSE,Number,,amperage
EFANP,Exhaust Fan Power,"EFANP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFANP-1, EFANP-2, etc.","Exhaust Fan Power or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Fan Power-1, Exhaust Fan Power-2, etc.",exhaust|fan|power|sensor,equipRef,FALSE,Number,,power
EFCMD,Exhaust Fan Command,"EFCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFCMD-1, EFCMD-2, etc.","Exhaust Fan Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Fan Command-1, Exhaust Fan Command-2, etc.",exhaust|fan|run|cmd,equipRef,FALSE,Bool,ACU|AHU|AHUDFVCOECEFV|AHUDFVCOECPHEFV|DOAS|RTU|EF|EFANW,
EFFCDAFLWSP,Effective Cold Deck Air Flow Setpoint,"EFFCDAFLWSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFFCDAFLWSP-1, EFFCDAFLWSP-2, etc.","Effective Cold Deck Air Flow Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Effective Cold Deck Air Flow Setpoint-1, Effective Cold Deck Air Flow Setpoint-2, etc.",coldDeck|effective|air|flow|sp,equipRef,FALSE,Number,VAV,volumetric flow
EFFDAFLWSP,Effective Discharge Air Flow Setpoint,"EFFDAFLWSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFFDAFLWSP-1, EFFDAFLWSP-2, etc.","Effective Discharge Air Flow Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Effective Discharge Air Flow Setpoint-1, Effective Discharge Air Flow Setpoint-2, etc.",discharge|effective|air|flow|sp,equipRef,FALSE,Number,ACU|AHU|RTU|FCU,volumetric flow
EFFHDAFLWSP,Effective Hot Deck Air Flow Setpoint,"EFFHDAFLWSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFFHDAFLWSP-1, EFFHDAFLWSP-2, etc.","Effectie Hot Deck Air Flow Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Effective Hot Deck Air Flow Setpoint-1, Effective Hot Deck Air Flow Setpoint-2, etc.",effective|hotDeck|air|flow|sp,equipRef,FALSE,Number,VAV,volumetric flow
EFFIAFLWSP,Effective Air Flow Setpoint,"EFFIAFLWSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFFIAFLWSP-1, EFFIAFLWSP-2, etc.","Effective Air Flow Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Effective Air Flow Setpoint-1, Effective Air Flow Setpoint-2, etc.",inlet|effective|air|flow|sp,equipRef,FALSE,Number,VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVRH|VAVV,volumetric flow
EFFREQ,Exhaust Fan Frequency Feedback,,<NAME> + - + <INTEGER>,exhaust|fan|vfd|freq|sensor,deviceRef|equipRef,FALSE,Number,,frequency
EFFZTCLSP,Effective Zone Temperature Cooling Setpoint,"EFFZTCLSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFFZTCLSP-1, EFFZTCLSP-2, etc.","Effective Zone Temperature Cooling Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Effective Zone Temperature Cooling Setpoint-1, Effective Zone Temperature Cooling Setpoint-2, etc.",cooling|effective|zone|air|temp|sp,equipRef,FALSE,Number,ACU|AHU|AHUWSHPDZ|AHUWSHP|RTU|CHB|HP|MAU|FCU|FCUVRFZC|FCUZC|VAV|VAVEH|VAVFPS|VAVFPP|VAVPD|VAVPDRH|VAVRH|SAVRH,temperature
EFFZTDB,Effective Zone Temperature Deadband,"EFFZTDB or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFFZTDB-1, EFFZTDB-2, etc.","Effective Zone Temperature Deadband or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Effective Zone Temperature Deadband-1, Effective Zone Temperature Deadband-2, etc.",effective|zone|deadband|air|temp,,FALSE,Number,AHUWSHPDZ|AHUWSHP|CHB|HP|MAU|FCUVRFZC|FCUZC|VAVEH|VAVFPS|VAVFPP|VAVPD|VAVPDRH|VAVRH|SAVRH,
EFFZTHTSP,Effective Zone Temperature Heating Setpoint,"EFFZTHTSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFFZTHTSP-1, EFFZTHTSP-2, etc.","Effective Zone Temperature Heating Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Effective Zone Temperature Heating Setpoint-1, Effective Zone Temperature Heating Setpoint-2, etc.",effective|heating|zone|air|temp|sp,equipRef,FALSE,Number,ACU|AHU|AHUWSHPDZ|AHUWSHP|RTU|CHB|HP|MAU|FCU|FCUVRFZC|FCUZC|VAV|VAVEH|VAVFPS|VAVFPP|VAVPD|VAVPDRH|VAVRH|SAVRH,temperature
EFFZTSP,Effective Zone Temperature Setpoint,"EFFZTSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFFZTSP-1, EFFZTSP-2, etc.","Effective Zone Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Effective Zone Temperature Setpoint-1, Effective Zone Temperature Setpoint-2, etc.",effective|zone|air|temp|sp,equipRef,FALSE,Number,ACU|AHU|AHUWSHPDZ|AHUWSHP|RTU|EF|CHB|HP|MAU|RADFE|FCU|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|FCUZCHOE|VAV|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|SAV|SAVCO|SAVRH,temperature
EFLTLVLSP,Light Level Setpoint,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,effective|light|level|sp,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Number,LCM,Percent
EFSPCMD,Exhaust Fan Speed Command,"EFSPCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFSPCMD-1, EFSPCMD-2, etc.","Exhaust Fan Speed Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Fan Speed Command-1, Exhaust Fan Speed Command-2, etc.",exhaust|cmd|speed|fan,equipRef,FALSE,,AHUDFVCOECEFV|AHUDFVCOECPHEFV|DOAS|EF,
EFSPFBK,Exhaust Fan Speed Feedback,"EFSPFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFSPFBK-1, EFSPFBK-2, etc.","Exhaust Fan Speed Feedback or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Fan Speed Feedback-1, Exhaust Fan Speed Feedback-2, etc.",exhaust|speed|fan|sensor,equipRef,FALSE,Number,,
EFST,Exhaust Fan Status,"EFST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EFST-1, EFST-2, etc.","Exhaust Fan Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Fan Status-1, Exhaust Fan Status-2, etc.",exhaust|fan|run|sensor,deviceRef|equipRef,FALSE,Bool,AHU|AHUDFVCOECEFV|AHUDFVCOECPHEFV|DOAS|RTU|EF|EFANW,
EHTOCMD,Electric Heating Output Command,"EHTOCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EHTOCMD-1, EHTOCMD-2, etc.","Electric Heating Output Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Electric Heating Output Command-1, Electric Heating Output Command-2, etc.",heat|cmd|elec,,FALSE,,FCU|VAV,
EHWFL,Entering Hot Water Flow,,"Entering Hot Water Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Entering Hot Water Flow-1, Entering Hot Water Flow-2, etc.",entering|hot|water|flow|sensor,equipRef|deviceRef,FALSE,Number,HWB|HWBISOV,volumetric flow
EHWISOVCMD,Entering Hot Water Isolation Valve Command,<ABBREVIATION> + <INTEGER>,,entering|hot|isolation|water|valve|cmd,equipRef,FALSE,Number,,
EHWISOVFBK,Entering Hot Water Isolation Valve Position Feedback,<ABBREVIATION> + <INTEGER>,,entering|hot|isolation|water|valve|sensor,equipRef,FALSE,Number,,
EHWT,Entering Hot Water Temperature,"WTRTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : WTRTEMP-1, WTRTEMP-2, etc.","Entering Hot Water Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Entering Hot Water Temperature-1, Entering Hot Water Temperature-2, etc.",entering|hot|water|temp|sensor,deviceRef|equipRef|enteringEquipRef|leavingEquipRef,TRUE,Number,HWB|HWBISOV|ENV,temperature
EHXISOVCMD,Entering Heat Exchanger Isolation Valve Command,"EHXISOVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EHXISOVCMD-1, EHXISOVCMD-2, etc.","Leaving Hx Iso Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Hx Iso Valve Command-1, Leaving Hx Iso Valve Command-2, etc.",entering|heatExchanger|isolation|water|valve|cmd,equipRef,FALSE,Number,,
EHXISOVFBK,Entering Heat Exchanger Isolation Valve Position Feedback,"EHXISOVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EHXISOVCMD-1, EHXISOVCMD-2, etc.","Leaving Hx Iso Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Leaving Hx Iso Valve Command-1, Leaving Hx Iso Valve Command-2, etc.",entering|heatExchanger|isolation|water|valve|sensor,equipRef,FALSE,Number,,
ELVOOS,Elevator Out of Service,"ELVOOS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ELVOOS-1, ELVOOS-2, etc.","Elevator Out of Service or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Elevator Out of Service-1, Elevator Out of Service-2, etc.",elevator|state|sensor,siteRef|deviceRef|equipRef|spaceRef,TRUE,Bool,ELV,
EMOVC,Emergency Mode Override Command,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",hvacMode|emergency|cmd|override,equipRef,FALSE,Bool,,
ENCMD,Enable Command,"CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CMD-1, CMD-2, etc.",,enable|cmd,deviceRef|equipRef,TRUE,Bool,HWPL,
ENDLC,Enable Daylighting Control,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,enable|daylighting|cmd,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Bool,LCM,
ENERGYEXP,Exported Active Energy,"ENERGYEXP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ENERGYEXP-1, ENERGYEXP-2, etc.","Exported Active Energy or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exported Active Energy-1, Exported Active Energy-2, etc.",ac|active|elec|energy|export|sensor|total,equipRef|deviceRef|siteRef|spaceRef,TRUE,Number,EM,Energy
ENERGYIMP,Imported Active Energy,"ENERGYIMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ENERGYIMP-1, ENERGYIMP-2, etc.","Imported Active Energy or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Imported Active Energy-1, Imported Active Energy-2, etc.",ac|active|elec|energy|import|sensor|total,equipRef|deviceRef|siteRef|spaceRef,TRUE,Number,EM,Energy
ENERGYNET,Net Active Energy,"ENERGYNET or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ENERGYNET-1, ENERGYNET-2, etc.","Net Active Energy or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Net Active Energy-1, Net Active Energy-2, etc.",ac|active|elec|energy|net|sensor|total,equipRef|deviceRef|siteRef|spaceRef,TRUE,Number,EM,Energy
ENLDSH,Enable Loadshedding,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,enable|loadshed|cmd,equipRef|spaceRef|deviceRef,FALSE,Bool,LT|LCM,
EPRTBAND,Ethernet Port Bandwidth,Defines the unique identifier of an entity in system using a Ref value type,"EPRTBAND or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EPRTBAND-1, EPRTBAND-2, etc.",bandwidth,equipRef|deviceRef,FALSE,Number,,
ESCOOS,Escalator Out of Service,"ESCOOS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ESCOOS-1, ESCOOS-2, etc.","Escalator Out of Service or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Escalator Out of Service-1, Escalator Out of Service-2, etc.",escalator|state|sensor,siteRef|deviceRef|equipRef|spaceRef,TRUE,Bool,ESC,
ESTWNDSPD,East Wind Speed,,<NAME> + - + <INTEGER>,east|speed|wind|sensor,siteRef|weatherStationRef,FALSE,Number,,
EVCLCMD,Evaporative Cooling Command,"EVCLCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EVCLCMD-1, EVCLCMD-2, etc.","Evaporative Cooling Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Evaporative Cooling Command-1, Evaporative Cooling Command-2, etc.",evaporative|cool|cmd,equipRef,FALSE,Number,,percentage
EVCLSTS,Evaporative Cooling Status,"EVCLSTS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EVCLSTS-1, EVCLSTS-2, etc.","Evaporative Cooling Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Evaporative Cooling Status-1, Evaporative Cooling Status-2, etc.",evaporative|cool|sensor,equipRef,FALSE,Bool,,
EVPRFET,Evaporator Refrigerant Entering Temperature,,,refrig|evaporator|entering|temp|sensor,equipRef,FALSE,Number,FCUVRFZC,temperature
EVPRFLT,Evaporator Refrigerant Leaving Temperature,,,refrig|evaporator|leaving|temp|sensor,equipRef,FALSE,Number,,temperature
EVPRFPR,Evaporator Refrigerant Pressure,,,refrig|evaporator|pressure|sensor,equipRef,FALSE,Number,DOAS|VRFOUACHP|VRFOUACHR|VRFOUWCHP|VRFOUWCHR,pressure
EVPRFSTT,Evaporator Refrigerant Saturation Temperature,,,refrig|evaporator|saturated|temp|sensor,equipRef,FALSE,Number,,pressure
EWTSP,Entering Water Temperature Setpoint,,"Entering Water Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Entering Water Temperature Setpoint-1, Entering Water Temperature Setpoint-2, etc.",entering|water|temp|sp,equipRef|deviceRef,FALSE,Number,,temperature
FANCMD,Fan Command,,,fan|run|cmd,equipRef,FALSE,Bool,CT|CTF,
FANSPCMD,Fan Speed Command,,<NAME> + - + <INTEGER>,cmd|speed|fan,equipRef,FALSE,,CT|CTF,
FANSPFBK,Fan Speed Feedback,,<NAME> + - + <INTEGER>,speed|fan|sensor,equipRef,FALSE,Number,,
FANSPMD,Fan Speed Mode Status,,,fan|mode|sp,equipRef,FALSE,Str,,
FANSPMDCMD,Fan Speed Mode Command,,,fan|mode|cmd,equipRef,FALSE,Str,,
FANST,Fan Status,"FANST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : FANST-1, FANST-2, etc.","Fan Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Fan Status-1, Fan Status-2, etc.",fan|run|sensor,deviceRef|equipRef,FALSE,Bool,AHU|CT|CTF,
FAST,Fire Alarm Status,<ABBREVIATION> + <INTEGER> - e.g. SD1 or SD778,,fire|state|sensor,deviceRef|equipRef,FALSE,Bool,FAP,
FLGST,Flue Gas Temperature,,,flue|gas|air|temp|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,,temperature
FLTCD,Fault Code,,<NAME> + - + <INTEGER>,fault|text,equipRef|deviceRef,FALSE,Str,,
FLTDPR,Filter Differential Pressure,"FLTDPR or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : FLTDPR-1, FLTDPR-2, etc.","Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",filter|air|pressure|sensor,equipRef,FALSE,Number,ACU|AHU|AHUWSHPDZ|AHUWSHP|DOAS|RTU|CHB|HP|MAU|FCU|VAV,pressure
FLTPT,Fault Point,,<NAME> + - + <INTEGER>,fault|sensor,equipRef|deviceRef,FALSE,Bool,,
FLTST,Filter Status,"FLTST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : FLTST-1, FLTST-2, etc.","Filter Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Filter Status-1, Filter Status-2, etc.",filter|sensor,deviceRef|equipRef,FALSE,Bool,DOAS|FCUVRFZC,
GLYCON,Glycol Concentration Sensor,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",glycol|concentration|sensor,deviceRef|equipRef,FALSE,Number,ENV,percentage
HCDAT,Heating Coil Discharge Air Temperature,"HCDAT or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HCDAT-1, HCDAT-2, etc.","Heating Coil Discharge Air Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heating Coil Discharge Air Temperature-1, Heating Coil Discharge Air Temperature-2, etc.",heatingCoil|discharge|air|temp|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,DOAS,temperature
HDAFLW,Hot Deck Air Flow,,<NAME> + - + <INTEGER>,hotDeck|air|flow|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,,volumetric flow
HDDAT,Hot Deck Discharge Air Temperature,"DAT or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DAT-1, DAT-2, etc.",<NAME> + - + <INTEGER>,hotDeck|discharge|air|temp|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,,temperature
HDDATSP,Hot Deck Discharge Air Temperature Setpoint,"HDDATSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HDDATSP-1, HDDATSP-2, etc.","Hot Deck Discharge Air Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Deck Discharge Air Temperature Setpoint-1, Hot Deck Discharge Air Temperature Setpoint-2, etc.",discharge|effective|hotDeck|air|temp|sp,equipRef,FALSE,Number,VAV,temperature
HDDCMD,Hot Deck Damper Command,"HDDCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HDDCMD-1, HDDCMD-2, etc.","Hot Deck Damper Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Hot Deck Damper Command-1, Hot Deck Damper Command-2, etc.",hotDeck|air|damper|cmd,equipRef,FALSE,Number,VAV,percentage
HMCMD,Humidify Command,,,cmd|humidify,equipRef,FALSE,Bool,,
HMLC,Heating Mode Lockout Command,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",heating|cmd|disable,equipRef,FALSE,Bool,,
HOAST,Hand Auto Status,"ST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ST-1, ST-2, etc.",<NAME> + - + <INTEGER>,inHand|sensor,deviceRef|equipRef,FALSE,Bool,VFD,
HPLD,Heap Memory Usage,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,heap|load|sensor,deviceRef,FALSE,Number,,%
HRBYPDCMD,Heat Recovery Bypass Damper Command,"HRBYPDCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HRBYPDCMD-1, HRBYPDCMD-2, etc.","Heat Recovery Bypass Damper Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heat Recovery Bypass Damper Command-1, Heat Recovery Bypass Damper Command-2, etc.",heatRecovery|bypass|damper|cmd,deviceRef|equipRef,TRUE,Bool,DOAS,
HRDAT,Heat Recovery Discharge Air Temperature,"HRDAT or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HRDAT-1, HRDAT-2, etc.","Heat Recovery Discharge Air Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heat Recovery Discharge Air Temperature-1, Heat Recovery Discharge Air Temperature-2, etc.",heatRecovery|discharge|air|temp|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,DOAS,temperature
HRWCMD,Heat Recovery Wheel Command,"HRWCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HRWCMD-1, HRWCMD-2, etc.","Heat Recovery Wheel Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heat Recovery Wheel Command-1, Heat Recovery Wheel Command-2, etc.",heatWheel|heatRecovery|run|cmd,deviceRef|equipRef,TRUE,Bool,DOAS,
HRWSPCMD,Heat Recovery Wheel Speed Command,"HRWSPCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : HRWSPCMD-1, HRWSPCMD-2, etc.","Heat Recovery Wheel Speed Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Heat Recovery Wheel Speed Command-1, Heat Recovery Wheel Speed Command-2, etc.",heatWheel|heatRecovery|speed|cmd,deviceRef|equipRef,TRUE,Bool,DOAS,
